First Name,Last Name,Age,Upstream Data (MB),Downstream Data (MB),Total Data (GB),App Name,Network Provider,City,State,Country,Zipcode
Dana,Thomas,91,505.9293048,3133.730585,3.554355361,WhatsApp,AT&T,New Kevinmouth,Indiana,USA,2533
Rodney,Brown,73,951.6347691,2938.307848,3.798772087,TikTok,Verizon,New Amandamouth,Montana,USA,57449
Jeremy,Barton,98,764.487382,1902.603739,2.604581173,Spotify,T-Mobile,Davidmouth,Nevada,USA,93173
John,Jones,26,435.0279553,4426.366207,4.747455237,Twitter,AT&T,North Emily,West Virginia,USA,15908
Brent,Hogan,90,63.82251666,3354.919589,3.338615338,Snapchat,T-Mobile,Lake Scotttown,Montana,USA,27795
Robert,Diaz,71,176.8353862,1066.761336,1.214449925,Spotify,T-Mobile,South Brendaville,New York,USA,31722
Ronnie,Walsh,27,461.3651801,1633.519818,2.045786131,Facebook,Verizon,Williamsmouth,South Dakota,USA,2652
Claire,Bauer,95,815.6876411,3949.996603,4.65398852,TikTok,T-Mobile,Port Jamesmouth,Nevada,USA,86361
Allison,Gomez,18,386.8885803,567.400636,0.931923063,Twitter,AT&T,Wrightbury,Wyoming,USA,55531
Kendra,Hendricks,57,543.1116842,3763.648394,4.205820389,Twitter,T-Mobile,New Janicemouth,Connecticut,USA,48674
Annette,Howard,84,892.8868372,1826.270084,2.655426681,YouTube,T-Mobile,Port Hannah,Alaska,USA,71129
Martin,Frost,82,914.6582968,2780.870678,3.608915015,Zoom,Verizon,Lake Jenniferstad,Montana,USA,36575
Cody,Reed,60,223.6172465,1438.76268,1.623417897,TikTok,T-Mobile,Lake Barryshire,New York,USA,82105
Alexander,English,20,53.15897257,4932.960031,4.869256839,Spotify,Sprint,Anthonychester,Nevada,USA,13654
Lisa,Lewis,59,312.3564257,4533.909446,4.732681515,YouTube,Verizon,Derekton,Hawaii,USA,89206
Jennifer,Cole,94,698.8442917,4645.826693,5.219405258,Snapchat,Verizon,Brandonhaven,Wisconsin,USA,7518
Dawn,Huber,85,951.601079,964.638814,1.87132802,Snapchat,AT&T,Christopherburgh,Connecticut,USA,45986
Vanessa,Coleman,92,86.26167998,4216.365975,4.201784819,WhatsApp,AT&T,Samanthashire,Georgia,USA,44570
Jay,Nichols,25,38.19897244,2700.21565,2.67423303,Zoom,AT&T,South Larryhaven,North Dakota,USA,69654
Douglas,Jackson,51,885.3057409,3553.903041,4.335164826,Instagram,AT&T,Tammyport,New Jersey,USA,18552
Ian,Lee,45,750.6638164,1126.64513,1.833309518,Snapchat,Sprint,Johnsonland,Oregon,USA,52371
Gary,Butler,83,992.3260934,3574.323998,4.459619229,Zoom,Verizon,New Michaelland,Pennsylvania,USA,93960
Rebekah,Rowe,80,402.8249527,4575.622861,4.861765443,Facebook,T-Mobile,Christopherville,Alaska,USA,27799
Julie,Garcia,28,421.8903961,1374.03286,1.753831305,Zoom,AT&T,Port Jessemouth,Massachusetts,USA,40809
William,Lawson,35,180.5887189,1205.131265,1.353242172,Twitter,AT&T,Steventown,West Virginia,USA,29666
Jessica,Long,90,124.6886811,566.8520149,0.675332711,Spotify,AT&T,Judyshire,Kentucky,USA,75433
Heather,Hutchinson,68,582.9308305,1370.693043,1.907835814,Twitter,T-Mobile,Kimbury,New Mexico,USA,36362
Vanessa,Payne,42,370.6421513,2702.171696,3.000794773,Twitter,AT&T,Patrickville,Nebraska,USA,9136
Carrie,Nelson,79,89.51328347,4171.945643,4.161580983,Snapchat,T-Mobile,North Thomas,Oklahoma,USA,16075
Tina,Li,79,888.1171988,1430.0613,2.26384619,WhatsApp,Verizon,New Robert,Texas,USA,99315
Erika,Weber,67,206.3729036,3124.664726,3.252966435,Netflix,Verizon,Sarahport,Texas,USA,43852
Alexander,Ramirez,52,751.0985035,2423.973961,3.100656704,Zoom,Verizon,Jasonmouth,South Dakota,USA,3704
Shannon,Garcia,52,289.4063102,1478.466251,1.726438048,Netflix,Sprint,Mendeztown,West Virginia,USA,83018
Yolanda,Shelton,69,814.7757824,2576.277452,3.311575424,Netflix,T-Mobile,South Michaelberg,Michigan,USA,70905
Jacqueline,Vance,86,127.212873,881.4138622,0.984987046,Netflix,AT&T,New Lawrence,Delaware,USA,96987
Andrew,Walker,95,758.5108941,3215.908921,3.881269351,YouTube,AT&T,Jennyland,Nebraska,USA,35787
Michelle,Oneill,88,107.1376852,622.5304699,0.712566558,Netflix,AT&T,Hannafort,Mississippi,USA,12310
Alexandra,Reid,46,452.44663,3668.353599,4.024218974,Snapchat,AT&T,Rogerston,Georgia,USA,79728
Angela,Farmer,85,736.6643071,929.677758,1.627287173,Instagram,Sprint,New Matthewport,Colorado,USA,99877
Susan,Boyle,40,181.4861974,4990.887809,5.051146491,Netflix,AT&T,New Christopherfort,Idaho,USA,28140
Megan,Davis,59,292.808339,4127.179344,4.316394222,YouTube,Sprint,West Craig,New Jersey,USA,64199
Thomas,Contreras,96,866.1193222,1752.009504,2.556766432,YouTube,T-Mobile,Lake Phillip,Mississippi,USA,99917
Ryan,Lindsey,91,886.2681277,2159.713623,2.974591553,Twitter,Verizon,New Nathanielborough,Indiana,USA,13339
John,Lewis,63,54.48609793,1332.995554,1.354962551,Netflix,AT&T,Walshtown,Pennsylvania,USA,68208
Devin,Zuniga,72,176.4096795,3847.217078,3.929323005,Instagram,Verizon,Port Natashabury,Wisconsin,USA,1437
Douglas,Huff,65,126.2972209,1934.598501,2.012593479,Zoom,T-Mobile,Lauraview,West Virginia,USA,3206
Chris,English,80,187.8961637,3788.168274,3.882875427,TikTok,T-Mobile,West Jamesberg,Pennsylvania,USA,57476
Amber,Flynn,95,970.4858471,141.0876957,1.085521038,Snapchat,AT&T,West Theresa,New York,USA,43594
Laurie,Nguyen,82,556.1386963,721.3237495,1.24752192,Snapchat,T-Mobile,Elliottbury,Missouri,USA,31904
Gregory,Jensen,43,473.4312666,1856.622957,2.275443577,Zoom,Verizon,North Wandaview,Connecticut,USA,85220
Jill,Garcia,18,984.6226994,589.0972403,1.536835879,Twitter,AT&T,Kimberlyhaven,New Hampshire,USA,48983
Joe,Mitchell,70,561.3865686,3025.583562,3.502900518,Zoom,Sprint,Kimchester,Mississippi,USA,64679
Robert,Sampson,83,664.5067481,301.6188877,0.943482066,Snapchat,AT&T,Brenttown,Hawaii,USA,57431
Nicholas,Anderson,61,339.4428406,4305.826823,4.536396156,Twitter,Verizon,Josephmouth,Oregon,USA,53360
Kristine,Carroll,72,388.2937159,3818.474594,4.108172177,Zoom,AT&T,Phillipshire,Iowa,USA,9131
Jonathan,Middleton,21,598.46529,1120.469572,1.678647326,Facebook,AT&T,Lake Joshuatown,Wyoming,USA,77944
Elizabeth,Mann,49,79.08792616,2444.769935,2.464704943,TikTok,Verizon,Sharonland,Colorado,USA,98555
Kimberly,Lindsey,46,263.3240572,2286.474738,2.490037886,Netflix,AT&T,West Ericton,Iowa,USA,49614
Tina,Wall,54,204.843632,3638.079846,3.752854959,TikTok,AT&T,East Michael,Alaska,USA,5809
Austin,Whitaker,26,25.73445921,2037.469057,2.014847184,Twitter,Verizon,Port Scottberg,Colorado,USA,2114
Brenda,Wallace,55,541.5322578,213.0297243,0.736876936,Spotify,T-Mobile,Lake Russell,Nebraska,USA,26669
Debra,Adams,48,565.4423111,1404.992501,1.924252747,Zoom,Verizon,Rhodesport,Washington,USA,10382
Jordan,Flores,56,390.0998308,2357.669236,2.683368229,Spotify,AT&T,Greenview,Nevada,USA,33010
John,Nixon,52,276.0401948,4873.73647,5.029078774,Netflix,Sprint,Nguyenville,New Jersey,USA,51771
David,Wallace,59,655.5392772,4411.735401,4.948510428,Zoom,Sprint,Barnesbury,Massachusetts,USA,71589
Kenneth,Yang,84,143.3125698,947.9604128,1.065696272,Snapchat,Verizon,East Jacquelineside,Hawaii,USA,79967
Paul,Rose,49,523.4288813,3630.215905,4.056293737,Netflix,Sprint,Lake Melissamouth,Delaware,USA,60502
Kelly,Newman,39,770.393246,4687.286091,5.329764978,WhatsApp,AT&T,Port Stephanie,Delaware,USA,57345
Henry,Williams,100,172.6550041,93.52343452,0.259939881,Snapchat,AT&T,Vickiport,Tennessee,USA,48499
Jonathan,Martinez,38,755.7269432,3618.681085,4.27188284,Netflix,Verizon,West Robertland,Nebraska,USA,88588
Elizabeth,Scott,97,763.1865641,2323.700803,3.014538445,Netflix,AT&T,North Janet,Alabama,USA,11462
Kenneth,Thomas,67,69.32738175,3417.169172,3.40478179,Facebook,T-Mobile,Vasquezshire,Minnesota,USA,92798
Abigail,Newton,39,28.59648283,3047.666904,3.004163464,Snapchat,AT&T,Williamfort,Kentucky,USA,97381
Aaron,Hanson,95,974.1960519,4924.094198,5.760049072,Facebook,Verizon,New Cathyland,New Hampshire,USA,29245
Rebecca,Robertson,30,201.4488329,1479.636261,1.641684662,Facebook,T-Mobile,Johnmouth,Missouri,USA,86484
Gregory,Johnson,54,823.917817,3941.40776,4.653638259,Zoom,T-Mobile,Janetchester,Nevada,USA,82951
Gail,Marshall,36,566.2321465,1211.467447,1.736034759,Snapchat,Sprint,Port Darylbury,North Carolina,USA,77149
James,Carter,61,271.827436,2206.259489,2.420006763,Snapchat,AT&T,Cynthiatown,Arizona,USA,57879
William,Clark,19,138.6707323,4878.135326,4.899224666,Netflix,Verizon,Alexanderfurt,North Carolina,USA,37617
Amanda,Ramirez,52,501.7105008,3842.374665,4.24227067,Snapchat,Sprint,Baileytown,Massachusetts,USA,71401
Mrs.,MD,60,413.2812635,1613.315219,1.979098127,Netflix,Sprint,Bobbyberg,Connecticut,USA,38124
Anne,Jones,37,701.8972243,3115.877951,3.72829607,Instagram,AT&T,South Erinshire,New Jersey,USA,90370
Matthew,Thompson,55,905.1268641,295.9758133,1.172951833,Snapchat,AT&T,Joshuamouth,Kansas,USA,15642
Andrew,Williams,23,807.1956061,1368.654837,2.124853949,Instagram,Verizon,Jacksonport,Ohio,USA,62372
Dr.,Boone,51,281.7075297,3606.032924,3.796621536,TikTok,Sprint,Sarahport,Georgia,USA,34556
Lori,Lee,49,880.1438863,2871.963169,3.664167047,WhatsApp,Verizon,East Adamland,New Jersey,USA,81899
Erik,Robertson,56,835.057401,2374.880622,3.134705101,Spotify,Sprint,New Jeffreyshire,California,USA,3358
Amanda,Harrison,81,929.8448714,3469.836497,4.296563836,Netflix,Sprint,Port Erin,South Carolina,USA,41337
Cynthia,Cox,45,464.0742128,2022.37151,2.428169651,TikTok,Sprint,East Peggybury,Florida,USA,18140
Mrs.,DVM,97,770.8894207,179.4729154,0.928088219,Snapchat,AT&T,Port Alyssa,North Dakota,USA,18566
Anthony,Hayes,74,595.7414849,2233.081786,2.762522726,Zoom,Sprint,Oliviaborough,South Carolina,USA,84928
William,Miller,94,317.397725,4515.539502,4.719665261,Instagram,Sprint,Lake Andre,New Hampshire,USA,28598
Elizabeth,Patterson,68,994.4866925,4290.244885,5.160870681,Snapchat,Sprint,Burchhaven,Colorado,USA,55351
Daniel,Ward,30,47.92439217,2074.536068,2.072715293,Twitter,T-Mobile,Williamsbury,Wyoming,USA,3396
Matthew,Walton,39,170.6498468,159.9961318,0.322896463,WhatsApp,AT&T,New Bradleystad,North Dakota,USA,71773
Charles,Evans,89,893.6169389,3199.720999,3.99740033,Twitter,T-Mobile,New Jacquelinestad,Illinois,USA,38969
Jonathan,Riggs,51,69.95721498,3718.912418,3.700068,WhatsApp,AT&T,Port Denise,Oklahoma,USA,82379
Laura,Robinson,94,887.9524607,1506.505702,2.338338049,WhatsApp,Verizon,Brianstad,South Dakota,USA,80913
Christina,Hernandez,31,718.0692613,2409.486798,3.054253964,TikTok,T-Mobile,West Juan,Nebraska,USA,88474
Brittney,Vargas,30,46.31716534,4959.691136,4.888679982,Twitter,Verizon,Ericamouth,Kansas,USA,17388
Michelle,Murphy,83,435.0268424,2902.897914,3.259692145,Instagram,Sprint,Hollystad,South Carolina,USA,52774
Tiffany,Cruz,30,756.9267603,1787.820783,2.485105023,Twitter,Verizon,East Christyshire,North Dakota,USA,63022
Paul,Phillips,62,587.2692818,3156.069939,3.655604708,YouTube,Verizon,Deanmouth,New Hampshire,USA,85507
John,Clark,52,936.512579,941.110419,1.833616209,TikTok,Verizon,Angelafurt,Michigan,USA,71125
Jesse,Burke,56,868.9675926,1036.299248,1.860612149,Instagram,Verizon,Jamesshire,Arkansas,USA,15851
Jaime,Morgan,76,339.321159,4628.377338,4.851268063,Spotify,AT&T,Lake Daniel,Missouri,USA,2363
Rodney,Gutierrez,98,93.78092356,1234.040204,1.29670032,Instagram,T-Mobile,Olsonmouth,New York,USA,52422
Todd,Peters,38,944.8144692,1588.407427,2.473849508,Twitter,AT&T,Lake Sandraport,New Mexico,USA,70076
James,Coleman,90,522.1139001,2741.697348,3.187315672,Zoom,AT&T,Port Christian,Florida,USA,86822
Taylor,Cox,57,83.65364813,4503.47847,4.479621209,Spotify,AT&T,Gregoryfurt,Virginia,USA,66528
Adrienne,Woodward,99,818.4098572,3918.172004,4.625568224,Netflix,Verizon,Aimeeton,Louisiana,USA,88814
Katelyn,DDS,37,869.821406,266.7304073,1.10991388,Twitter,AT&T,Port Bryantown,Tennessee,USA,10149
Dean,Fry,41,643.0303938,3480.496861,4.026882085,Netflix,T-Mobile,South Christymouth,Idaho,USA,82346
Emily,Anderson,79,453.033876,2545.104339,2.927869351,Instagram,AT&T,South Stephenberg,Arizona,USA,38544
Kimberly,Cunningham,98,665.5512822,2403.986568,2.997595557,Zoom,Sprint,Robertport,Hawaii,USA,97064
John,Schmidt,31,709.6168587,3473.213916,4.084795678,YouTube,Verizon,North Micheleburgh,Connecticut,USA,66731
Sheila,Montgomery,39,894.0996585,1021.348629,1.870554968,YouTube,Sprint,Westberg,Wyoming,USA,27089
Monique,Washington,20,956.3030636,4908.368885,5.7272187,TikTok,T-Mobile,North Gina,Hawaii,USA,7383
Brenda,Johnson,88,519.1777231,3244.267325,3.675239305,Facebook,T-Mobile,Port Mollyport,Wyoming,USA,7056
Dakota,Parks,40,800.5095882,1859.998064,2.598152004,Facebook,T-Mobile,Melissaberg,Wyoming,USA,16190
Anthony,Wright,27,964.8644604,3021.00093,3.89244667,WhatsApp,T-Mobile,West Peter,Maine,USA,64653
Christopher,Johnston,59,159.7309048,1121.530773,1.251232107,Netflix,AT&T,Rebeccaside,Delaware,USA,61042
Leah,Hogan,62,28.08530179,3187.517231,3.140236848,Snapchat,Verizon,New Rachel,Iowa,USA,56613
Michael,Lewis,78,870.2741351,189.6748467,1.035106428,Snapchat,T-Mobile,Lake Mark,Kansas,USA,99204
Eric,Petersen,70,203.3205999,1738.850461,1.896651427,Spotify,Sprint,Jamesshire,Florida,USA,35542
Connie,Turner,57,52.05397897,3750.208639,3.713147088,Netflix,T-Mobile,Knightburgh,Hawaii,USA,97858
Michelle,Johnson,62,168.4951763,4049.490353,4.119126494,Instagram,Verizon,Port Brandonland,New Hampshire,USA,76512
Mark,Kelly,68,390.2737621,1301.951096,1.652563338,WhatsApp,Sprint,West Christinemouth,Vermont,USA,4115
Ruth,Smith,47,227.0730446,2720.076833,2.878076053,Instagram,Sprint,Port Ashleytown,Michigan,USA,79297
Shawn,Jones,42,312.2010928,2666.039804,2.908438376,TikTok,Sprint,Jonesport,Illinois,USA,89093
Edward,Manning,54,975.5411109,2136.20743,3.038816934,Snapchat,AT&T,South Timothy,Wyoming,USA,6761
Steven,Combs,91,707.3614887,1180.743265,1.843852298,Zoom,T-Mobile,Lake Amberberg,North Carolina,USA,29011
Jeremy,Hines,32,715.069811,3530.979754,4.146532779,YouTube,AT&T,New Justin,Ohio,USA,71685
Ryan,Hurst,92,103.738521,1299.190325,1.370047701,YouTube,Sprint,Hubbardville,Alabama,USA,90026
Dominic,Parker,43,734.7773861,4559.577399,5.170268345,WhatsApp,AT&T,West Jessica,Florida,USA,60896
Abigail,Martinez,54,741.9508896,2666.081391,3.328156524,Snapchat,AT&T,Chadchester,Kansas,USA,42561
Grace,Russell,21,663.1475682,4358.86777,4.904311853,YouTube,AT&T,North Danielle,West Virginia,USA,91706
Duane,Mclean,65,236.151933,1489.176468,1.684891017,Facebook,T-Mobile,Lewisfort,New Mexico,USA,64901
Amy,Love,22,428.8058173,4045.041823,4.368991837,Facebook,Sprint,Nelsonmouth,South Carolina,USA,25634
Carlos,Brown,88,847.8136901,612.6347453,1.426219175,Spotify,Sprint,Nicholsmouth,Delaware,USA,75674
Maxwell,Cannon,87,673.499613,3845.810193,4.413388482,Netflix,T-Mobile,Lake Melissamouth,West Virginia,USA,22539
Alan,Hernandez,46,735.4411466,1965.381957,2.637522562,TikTok,AT&T,South James,Nevada,USA,88617
Donald,Chandler,33,591.5006561,2376.45094,2.89839023,Spotify,AT&T,East Glenda,Delaware,USA,91035
Gerald,Daugherty,25,455.0907331,875.6962353,1.299596649,YouTube,Verizon,New Valerie,Colorado,USA,74329
Catherine,Franklin,64,761.46149,142.2070582,0.882488817,Facebook,Verizon,New Jasonville,New Mexico,USA,22812
Daniel,Wright,97,77.24655622,3347.677591,3.344652488,WhatsApp,Verizon,Thomasfurt,Indiana,USA,91280
Tammy,Williams,32,676.4291255,2959.205503,3.550424442,Snapchat,T-Mobile,Roberthaven,Maryland,USA,1542
Jason,Lyons,67,997.2324628,3131.019353,4.031495914,Facebook,Sprint,New Frances,Nebraska,USA,23547
Andre,Atkins,24,782.3900102,1312.258702,2.045555383,Twitter,Verizon,Hardinstad,Alabama,USA,65602
Frank,Oconnor,36,297.6578765,1234.423441,1.496173162,TikTok,Sprint,Christinashire,South Dakota,USA,18896
Paul,Gonzalez,23,285.0412998,4159.966741,4.340828165,YouTube,Sprint,Angelaview,Vermont,USA,96730
Alexis,Davis,33,670.5464245,3818.201125,4.383542529,Instagram,Sprint,East Edward,Massachusetts,USA,67178
Tyler,Erickson,77,896.8957144,1717.111073,2.552741004,Spotify,T-Mobile,Gainesbury,Oklahoma,USA,28224
Cody,Thomas,92,582.1702434,3207.138294,3.700496619,YouTube,T-Mobile,Port Melvin,Maine,USA,89431
Sylvia,Silva,47,532.1282643,4149.342521,4.571748813,Twitter,T-Mobile,Alexanderview,Ohio,USA,91014
Leslie,Young,72,168.7802925,4449.705739,4.510240265,Zoom,T-Mobile,Jerryberg,New Hampshire,USA,94431
Charles,Sanders,83,718.3023858,78.7409915,0.778362673,TikTok,Verizon,New Stephenmouth,Mississippi,USA,95978
Brianna,Lopez,99,705.2756334,4076.638846,4.669838359,Netflix,AT&T,Leestad,Vermont,USA,22944
Sarah,Graham,42,967.2818784,1784.442055,2.687230403,Facebook,AT&T,West Garrett,Connecticut,USA,17521
Chad,Clark,24,307.1902625,3605.97251,3.82144802,Spotify,AT&T,Lake Spencerport,Oregon,USA,22635
Carlos,Rodriguez,70,758.8810216,1888.436755,2.585271266,Facebook,Verizon,Lake Jessicaville,New Mexico,USA,59575
Mr.,MD,75,439.7246086,3050.93298,3.408845301,Twitter,AT&T,Gonzalesside,North Dakota,USA,8817
Morgan,Mendoza,66,562.8880637,3251.573078,3.725059709,Spotify,Verizon,Darryltown,Washington,USA,29063
Terry,Hansen,25,818.289317,2054.714216,2.805667513,Instagram,Verizon,Lake Kathrynshire,Pennsylvania,USA,37978
Rachel,Ross,52,229.7750946,2588.287389,2.752014144,Zoom,Verizon,Stephaniestad,Hawaii,USA,80638
David,Brewer,62,349.4400521,3645.251191,3.901065667,Snapchat,AT&T,Dianaberg,Texas,USA,34812
Elizabeth,Williams,26,775.5755835,2407.71108,3.108678382,Instagram,Sprint,Harrisburgh,Nebraska,USA,86482
Joshua,Huffman,41,574.7533361,119.2034012,0.677692126,Spotify,AT&T,North Charles,New Jersey,USA,78748
Jacob,Walsh,37,101.4986877,113.8757751,0.210326624,Facebook,AT&T,Tiffanyfort,Delaware,USA,16964
James,Russell,43,435.8840081,3323.488708,3.671262418,WhatsApp,T-Mobile,Gonzalesside,Delaware,USA,76999
Stephanie,Marshall,35,590.7669798,4243.82581,4.721282022,Netflix,Verizon,Port Kayla,Delaware,USA,75755
Joseph,Klein,26,910.4221433,3937.104011,4.73391226,YouTube,Sprint,Ryanfurt,North Carolina,USA,67368
Benjamin,Gonzalez,61,196.6031694,1586.481495,1.741293617,Zoom,T-Mobile,Davisfurt,New Jersey,USA,46431
Ruth,Griffith,80,807.8934387,2382.083031,3.115211396,TikTok,Sprint,North Andre,Georgia,USA,25490
Olivia,Mccarty,41,139.3182382,1209.095664,1.316810451,Spotify,Sprint,Terrymouth,Kentucky,USA,82417
Christopher,Byrd,80,249.8133035,4946.292058,5.074321642,YouTube,Verizon,East Sandra,Delaware,USA,49184
Tanner,Myers,52,250.9104447,1339.506924,1.553141961,Facebook,AT&T,Morrishaven,Missouri,USA,59050
Kristine,Moore,19,878.7044039,2110.494885,2.91913993,Facebook,Verizon,Johnport,Ohio,USA,94258
Melissa,Russell,30,207.0275151,3421.588309,3.543570141,Facebook,Verizon,Jeremyhaven,Illinois,USA,71767
Brittany,Stevens,69,789.0911197,4386.287465,5.054080649,Spotify,T-Mobile,North Brandonport,Minnesota,USA,25136
Nicole,House,49,467.1884687,304.8046361,0.753899516,Netflix,Verizon,Harringtonton,Connecticut,USA,61257
Linda,Richmond,27,999.0998601,1540.047396,2.479635993,Instagram,AT&T,West Richard,Colorado,USA,3863
Gregory,Warren,19,840.7005837,2866.479947,3.620293487,Twitter,Sprint,Port Curtis,New Hampshire,USA,22894
Jason,Murphy,89,742.3061031,3110.649753,3.762652203,Netflix,Verizon,Miguelborough,North Carolina,USA,16815
James,MD,86,872.0190436,396.6358206,1.238920766,Instagram,Sprint,Johnhaven,New York,USA,62987
Jimmy,Solis,24,637.6900887,3337.189752,3.881718595,YouTube,Verizon,Port Rebeccaburgh,Idaho,USA,7777
Alicia,Medina,42,845.215734,2663.91861,3.426889008,Snapchat,Sprint,Wardview,Wisconsin,USA,79514
Joseph,Norris,69,268.5155789,4146.755528,4.31178819,Snapchat,Verizon,North Laurashire,Idaho,USA,86972
Timothy,Lee,31,106.726179,1149.836422,1.227111915,Snapchat,T-Mobile,New Williamland,Connecticut,USA,66269
Charles,Wagner,71,619.772687,1015.383576,1.596832288,YouTube,Sprint,New Angela,Ohio,USA,4844
Mary,Black,80,440.3434887,3977.019249,4.313830798,Facebook,Verizon,West Johnberg,Kansas,USA,42605
Andrew,Waller,84,432.1763873,3534.152188,3.87336775,Spotify,Verizon,Larsentown,Maine,USA,77045
Timothy,Miller,72,531.4803739,3968.783135,4.394788583,Snapchat,T-Mobile,Simschester,Ohio,USA,97197
Jessica,Miller,50,367.7687854,3920.573998,4.18783475,Instagram,T-Mobile,Lake Austin,New York,USA,63427
Jennifer,Riley,88,629.7989361,564.8033454,1.166603791,TikTok,T-Mobile,North Sethbury,Maryland,USA,84750
Kevin,Merritt,75,40.26268367,1428.986084,1.43481325,YouTube,Sprint,East Anthony,Arizona,USA,2581
Amanda,Stephenson,66,970.1924285,1337.421424,2.253529153,WhatsApp,Sprint,West Jerryberg,Indiana,USA,62496
Angela,Gonzalez,60,925.4619021,4676.207043,5.470379829,Twitter,T-Mobile,New Sarah,Maine,USA,98013
Kimberly,Mejia,20,935.917461,2462.959542,3.319215823,Instagram,AT&T,East Leonard,Nevada,USA,33624
Danny,Moore,27,371.3534606,599.7328069,0.948326433,Snapchat,AT&T,Donaldview,Michigan,USA,46572
Kendra,Peterson,69,536.5720481,1483.410634,1.972639338,Facebook,Verizon,Brianfort,Indiana,USA,28793
Carla,Ramirez,40,954.589297,4365.91316,5.195803181,Spotify,AT&T,Mcleanland,Maryland,USA,68147
Justin,Chavez,92,903.3225959,4242.978572,5.025684734,Netflix,Verizon,Yangmouth,Nebraska,USA,89708
Christopher,Mitchell,73,792.3420311,4506.680443,5.174826635,WhatsApp,Sprint,Shahchester,Missouri,USA,46068
Andrew,Reed,59,413.2582739,1973.217425,2.330542675,Snapchat,Sprint,Foleyton,Washington,USA,8134
Christopher,Dickerson,84,568.695831,3224.637759,3.704427334,Facebook,AT&T,North Jimmyland,Tennessee,USA,1244
Cindy,Gordon,97,794.9833495,1426.960903,2.169867434,Spotify,Sprint,East Paula,California,USA,57795
Maria,Johnson,100,280.2818756,945.0853892,1.19664772,Netflix,T-Mobile,South Lisa,Connecticut,USA,50616
Sherry,Smith,83,630.1848745,158.4103258,0.7701125,Twitter,T-Mobile,Robertbury,Alabama,USA,44253
Elizabeth,Orr,44,829.6549816,1156.032701,1.939148128,Zoom,AT&T,Port Scott,Wisconsin,USA,26403
