First Name,Last Name,Network Provider,Total Data (GB),Age,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp,City,State,Country,Zip code
Olivia,Alvarado,Sprint,3.585575,51,28.51,120.73,TikTok,2024-02-15 21:17:06,Ivanside,Iowa,France,53896
Rachel,Webb,T-Mobile,8.651876,36,4.09,201.04,Instagram,2023-07-13 22:49:21,South Dominique,Tennessee,Niger,52234
Gabriela,Gibbs,Sprint,4.056374,81,93.35,338.7,TikTok,2023-06-11 17:36:07,West Rossfort,Tennessee,Belize,33084
Linda,Hernandez,Verizon,1.092373,89,51.15,270.67,Snapchat,2024-01-15 13:57:21,Delgadochester,Mississippi,Palestinian Territory,82230
Jason,Carroll,Verizon,7.59019,44,94.74,422.03,Facebook,2023-10-27 18:32:34,East Katherine,Connecticut,San Marino,30549
Tammy,Johnson,AT&T,2.827871,74,18.77,3.66,TikTok,2023-08-11 11:25:11,New Jacqueline,Michigan,Central African Republic,11049
Megan,Ramos,AT&T,2.338106,76,88.24,245.66,TikTok,2023-06-09 05:24:16,Adamstad,Mississippi,China,56638
Robert,Smith,Sprint,4.86026,55,52.01,108.49,WhatsApp,2023-06-15 17:04:18,New Emilybury,Rhode Island,Dominica,53308
Angelica,Cherry,T-Mobile,1.702989,41,93.77,0.8,YouTube,2024-05-21 13:09:34,East Carol,Maine,Burundi,53834
Todd,Coleman,AT&T,4.318836,60,16.07,306.76,YouTube,2023-06-17 05:11:35,North Matthewside,Massachusetts,Greece,13608
Jo,Wilson,Verizon,6.1438,94,4.26,434.05,TikTok,2023-06-15 08:26:20,Woodsbury,Utah,Ireland,21621
Robert,Smith,AT&T,7.959738,27,25.59,120.13,Twitter,2024-02-21 02:43:33,Jessechester,New Mexico,North Macedonia,23039
Heather,Braun,T-Mobile,8.063973,46,33.9,132.78,YouTube,2024-03-26 02:33:19,Thompsonborough,Alabama,Hong Kong,2269
Donna,Perez,Sprint,7.909168,53,75.74,6.93,Twitter,2024-04-30 13:27:00,West Alexa,Missouri,Norway,46444
Dawn,Wilkerson,AT&T,4.041179,30,22.49,416.93,Twitter,2024-03-08 05:40:21,Laurenton,South Dakota,North Macedonia,97744
Steven,Campbell,AT&T,6.302407,82,42.18,442.29,Twitter,2023-10-09 16:39:40,Brianstad,Mississippi,Korea,15321
Calvin,Kelley,T-Mobile,4.488337,69,45.31,432.84,YouTube,2023-12-21 20:29:37,Johnstonport,Florida,Norfolk Island,23375
Barbara,Collins,Sprint,1.250273,29,2.96,85.2,WhatsApp,2024-04-19 14:37:51,Matthewfort,Montana,Tonga,31169
Mark,Trujillo,Sprint,4.644691,25,72.72,286.5,Snapchat,2024-02-03 18:07:27,Port Beverly,Delaware,Singapore,90366
William,Norris,AT&T,3.258428,97,18.13,337.24,WhatsApp,2023-10-12 00:46:26,New Brian,New Mexico,Grenada,85063
Larry,Ryan,AT&T,0.97889,44,96.01,220.52,Snapchat,2023-06-01 18:03:18,Johnsonbury,New York,India,99829
Mary,Jackson,AT&T,4.171779,41,33.37,207.03,YouTube,2024-05-26 07:28:22,North Nathanberg,New Hampshire,China,18457
Kelly,Wagner,AT&T,9.601066,77,62.19,69.61,Facebook,2023-06-05 21:45:08,Petersonstad,South Dakota,Afghanistan,42738
Kenneth,Kaufman,Sprint,8.77139,23,56.95,489.85,TikTok,2023-12-08 12:13:06,Claytonport,West Virginia,Tuvalu,67760
Robin,Brooks,AT&T,4.252422,32,47.12,62.78,Twitter,2024-01-22 16:33:53,Port Shawn,Virginia,Malawi,54563
Anna,Malone,AT&T,8.095905,27,70.16,277.64,TikTok,2023-12-28 00:07:36,Port Bailey,Missouri,Jordan,9211
Gloria,Johnson,AT&T,9.301663,74,87.23,350.35,Facebook,2024-04-14 06:48:50,Michaelside,Georgia,Libyan Arab Jamahiriya,8181
Kevin,Williams,Verizon,0.871276,87,95.14,464.29,Instagram,2023-09-12 08:34:27,Larsonborough,Nebraska,Palestinian Territory,26495
Kelly,Salazar,AT&T,6.721567,97,90.81,341.19,Snapchat,2024-04-18 16:35:01,Dixonburgh,Hawaii,Peru,17386
Miguel,Payne,Verizon,9.876999,52,41.63,160.07,YouTube,2023-07-29 00:12:36,East Zacharyshire,Maryland,Zambia,32484
Emily,Swanson,Verizon,5.632081,51,2.58,355.26,YouTube,2024-03-25 19:48:44,Jaredfurt,Alabama,Barbados,12022
Jeremiah,Sanchez,T-Mobile,8.747109,52,31.19,264.99,Snapchat,2024-04-03 09:00:05,Jamesborough,Connecticut,United States of America,7832
Elizabeth,Pratt,AT&T,2.887319,38,2.72,53.38,WhatsApp,2024-01-07 13:53:05,Francisshire,Indiana,Ghana,18446
Carmen,Taylor,Verizon,7.620832,78,53.17,248.33,Facebook,2023-10-22 00:59:57,East Rachelberg,Minnesota,Austria,91706
Tiffany,Kane,AT&T,3.34396,84,33.01,124.03,Snapchat,2023-11-10 16:42:13,Amyland,Mississippi,Nepal,5076
Brian,Alvarez,Verizon,7.561562,47,16.12,144.48,Snapchat,2024-02-15 21:39:13,South Adam,Colorado,Australia,98414
Jonathan,Potts,AT&T,2.169902,30,36.37,255.39,Instagram,2024-02-27 07:05:34,South Carriemouth,Maryland,United Arab Emirates,74440
Riley,Ross,T-Mobile,3.501372,99,10.1,206.96,WhatsApp,2023-08-26 05:36:56,Anastad,Florida,Lebanon,64429
Curtis,Hernandez,Sprint,7.769106,31,12.72,164.93,YouTube,2023-11-10 22:49:12,Port Jeffrey,Nevada,Puerto Rico,57134
Brandi,Fernandez,Verizon,8.935537,21,60.42,61.54,WhatsApp,2023-07-11 21:17:42,Kellyfurt,Iowa,South Africa,59357
John,Lam,AT&T,6.827534,62,1.51,69.81,TikTok,2023-10-19 12:10:19,West Brenda,New York,France,20418
Mark,Sloan,Verizon,4.034979,29,65.8,136.78,Instagram,2023-09-10 23:02:45,Gutierrezfort,Vermont,Lebanon,82926
Stephen,Smith,T-Mobile,7.39159,65,16.07,200.04,YouTube,2024-02-02 04:27:34,East Christopherstad,Alaska,New Caledonia,5909
Mary,Barton,Sprint,6.254616,78,37.19,12.36,YouTube,2023-07-28 05:49:01,Huntland,Wisconsin,Bosnia and Herzegovina,52304
Tony,Keith,AT&T,0.600264,21,51.9,203.31,WhatsApp,2023-06-06 17:01:05,Port Amanda,Nebraska,Jersey,74770
Kathleen,Richard,Sprint,6.849256,23,63.85,54.51,Snapchat,2024-05-23 13:31:59,Benitezview,Massachusetts,Cameroon,62439
Arthur,Rodriguez,Verizon,1.08649,57,71.18,195.8,Twitter,2024-03-06 20:43:09,Port Ronaldview,New Jersey,Martinique,63994
Mark,Bryant,AT&T,1.695024,34,62.46,283.18,Snapchat,2024-03-27 09:58:32,Dudleyview,Indiana,Jordan,25545
Jennifer,Boyd,Sprint,2.885704,33,24.14,289.89,Twitter,2024-05-19 04:58:20,Donaldhaven,Illinois,Heard Island and McDonald Islands,53649
Rebekah,Weiss,AT&T,4.869498,31,59.62,213.55,Snapchat,2023-06-20 09:23:27,Martinburgh,Delaware,Turks and Caicos Islands,65756
Ernest,Phillips,T-Mobile,4.526709,85,82.37,346.23,Snapchat,2024-03-17 16:00:42,Milesland,Kansas,Belarus,80298
Bryan,Walker,AT&T,9.734905,50,70.78,389.16,Instagram,2023-12-25 16:25:59,East Gregorybury,Nevada,American Samoa,95889
Edward,Moreno,Verizon,0.79218,49,28.11,59.8,WhatsApp,2023-08-22 13:51:17,East Valerie,Georgia,Hong Kong,36376
Brooke,Zuniga,AT&T,4.046027,18,81.51,293.36,Instagram,2024-02-19 03:46:58,Robertburgh,Rhode Island,Western Sahara,53754
Scott,Anderson,Verizon,3.566206,71,4.72,86.45,YouTube,2024-02-02 12:49:37,Bryanport,Colorado,Mauritania,18194
Christy,Shaw,Verizon,2.041486,66,92.83,151.93,YouTube,2023-11-18 20:14:32,North Alexanderberg,Mississippi,Serbia,48307
Gilbert,Gardner,Verizon,5.753215,76,44.29,4.88,WhatsApp,2023-11-29 16:54:16,North Jorge,Iowa,Monaco,34463
Richard,Burnett,AT&T,5.729628,51,81.81,135.0,YouTube,2023-07-29 05:34:38,Robinborough,Mississippi,Suriname,69104
Steve,Mann,T-Mobile,5.314209,69,42.71,234.73,Snapchat,2024-04-06 08:41:56,Kramerstad,Washington,Rwanda,97235
Christy,Cardenas,AT&T,9.039631,89,51.42,314.03,Snapchat,2023-09-09 22:47:29,Lake Christina,Maine,Saint Lucia,33899
Caleb,Lewis,T-Mobile,6.331888,24,89.67,286.51,TikTok,2024-03-16 10:34:55,Lake Clarenceland,South Dakota,Paraguay,98081
Rodney,Collins,AT&T,3.750232,95,22.03,407.74,WhatsApp,2023-10-26 16:48:06,South Sarahshire,Vermont,Palestinian Territory,83113
Tracey,White,Verizon,2.04982,81,69.8,245.32,WhatsApp,2023-10-16 22:14:07,Lake Dennis,South Dakota,El Salvador,75487
Sandra,Villanueva,T-Mobile,1.964047,34,89.44,254.12,Instagram,2023-07-10 16:56:39,Andrewsland,Washington,Romania,43487
Steven,Griffin,Sprint,7.246289,51,90.38,198.36,Facebook,2023-06-30 23:19:56,Port Scotthaven,Missouri,Saudi Arabia,58744
Kimberly,Simpson,Verizon,9.885664,48,70.68,134.98,Twitter,2023-07-07 15:37:05,Williamtown,Kansas,Congo,11748
Jennifer,Davis,Verizon,3.534666,84,23.86,345.52,WhatsApp,2023-07-29 02:36:30,Heatherview,Louisiana,Morocco,51568
Vanessa,Castillo,T-Mobile,9.499043,52,95.08,297.25,Snapchat,2024-01-16 10:51:47,Martinezport,Wyoming,Marshall Islands,69068
Jennifer,Patterson,Sprint,8.750701,69,11.53,437.8,YouTube,2024-04-23 16:34:03,Harrellborough,Ohio,Grenada,40183
Susan,Carter,Sprint,0.684762,85,50.48,251.22,YouTube,2023-10-18 18:52:08,Huntermouth,West Virginia,Sweden,23825
Margaret,Paul,T-Mobile,3.451617,56,61.49,76.51,Instagram,2023-11-25 09:18:15,West Erica,Florida,Moldova,76972
Kimberly,Mathis,Verizon,8.957747,64,54.64,472.92,Facebook,2024-01-27 20:15:11,Michelleville,Vermont,Comoros,87068
Sean,Wallace,Verizon,5.612202,97,41.52,43.12,Instagram,2023-12-20 10:11:44,Lake George,Wisconsin,Montenegro,32622
Tiffany,Morales,AT&T,9.011664,62,55.17,159.71,WhatsApp,2023-10-27 17:08:11,East Danielchester,New Jersey,Cyprus,63250
Angela,Carr,Verizon,5.67165,19,5.75,89.98,WhatsApp,2023-07-12 22:48:55,Davidton,Hawaii,Tajikistan,6580
Angela,Jones,Sprint,4.165532,18,88.87,400.53,WhatsApp,2023-08-08 14:37:26,Beardport,California,Turkmenistan,90556
Samuel,Cruz,Sprint,4.774704,82,24.6,96.94,TikTok,2023-12-05 18:12:32,Samuelton,Connecticut,Tuvalu,86023
Alexander,Ramos,T-Mobile,9.738939,59,45.9,253.33,Twitter,2024-01-11 01:36:03,Riverafurt,Nebraska,Namibia,60765
Sean,Davis,AT&T,8.602131,46,44.38,291.36,Twitter,2023-11-07 00:50:24,West Brittneyburgh,Kentucky,Saint Barthelemy,75439
Melissa,Mahoney,T-Mobile,5.623615,31,78.57,111.8,Snapchat,2023-08-06 09:07:29,Richardsonside,Connecticut,Paraguay,61057
Kerry,Cruz,Sprint,5.370159,94,84.15,472.32,Facebook,2023-11-04 12:09:49,East Chelseamouth,Connecticut,Poland,92704
Marc,Hale,Verizon,5.876996,25,53.05,118.85,Twitter,2024-02-08 13:45:45,Fowlerland,Florida,Isle of Man,35469
Dustin,Gonzalez,T-Mobile,7.852916,21,49.38,265.31,Snapchat,2023-07-10 15:26:15,Barrchester,Georgia,Switzerland,90032
Sharon,Blevins,Sprint,2.399554,89,84.6,331.69,TikTok,2024-04-26 06:54:18,Murphychester,Utah,Dominica,32465
Samantha,Wade,T-Mobile,5.678859,86,84.54,0.69,Facebook,2024-05-25 21:21:08,Stevensville,Georgia,Greenland,68290
Michael,Walker,AT&T,7.829887,44,63.79,489.02,Snapchat,2023-12-21 11:54:58,West Williambury,Vermont,Greenland,67662
Christopher,Nolan,Verizon,8.448176,29,82.56,283.32,YouTube,2023-07-11 05:14:18,Gordonhaven,Ohio,Sudan,91376
Joshua,Johnson,AT&T,8.757459,91,73.37,458.94,TikTok,2023-11-16 16:16:34,Raymondshire,New Mexico,Saint Kitts and Nevis,95000
Richard,Schneider,Sprint,4.838818,90,86.92,199.27,YouTube,2023-08-05 06:19:21,New Jamesstad,Louisiana,Suriname,79397
Eric,Porter,AT&T,5.115026,46,22.37,204.67,YouTube,2024-03-05 15:18:30,West Andrea,Texas,Kuwait,66924
Theresa,Sweeney,AT&T,1.256335,73,49.89,30.84,Snapchat,2024-05-21 08:15:16,Chelseyton,Kentucky,Liechtenstein,57155
William,Ortiz,Sprint,4.485194,49,59.57,410.05,Facebook,2023-07-06 18:33:10,Frostton,Maryland,Aruba,79713
Michael,Alvarado,T-Mobile,5.388214,35,40.24,420.85,WhatsApp,2023-06-12 03:52:11,Albertchester,Kentucky,Isle of Man,92942
Scott,Arnold,AT&T,4.675341,49,2.3,388.47,Facebook,2023-10-31 21:10:02,Brownshire,New York,Antigua and Barbuda,33644
Nicole,Wallace,Sprint,8.73185,72,27.31,61.84,Facebook,2023-08-10 20:43:00,New Terrenceville,Utah,Jordan,27297
Jill,Brown,Sprint,1.724053,46,0.41,273.82,Facebook,2024-04-24 17:27:48,North Kelly,Nevada,Mauritania,11563
William,Ford,Verizon,1.561888,21,90.39,469.83,YouTube,2023-10-14 07:55:32,Port Katherine,New Mexico,Kenya,75910
Bonnie,Perez,AT&T,8.827893,33,3.34,312.04,Twitter,2024-02-01 12:56:43,South Jameston,Oklahoma,Tuvalu,92594
Mark,Kirby,T-Mobile,9.848122,85,58.85,269.89,TikTok,2023-07-15 04:00:10,Bethhaven,Oregon,Kuwait,88176
Craig,Lewis,Sprint,2.260057,53,58.21,157.75,Snapchat,2023-08-11 21:23:47,Leemouth,North Dakota,Turks and Caicos Islands,63443
Jared,Davis,Verizon,7.431377,98,16.54,341.72,Twitter,2024-05-16 23:43:23,West Jordan,Arkansas,Saint Lucia,10396
Jeffrey,Mercer,AT&T,3.845271,58,19.66,364.29,Twitter,2023-07-31 02:56:38,Williamstad,Kansas,Isle of Man,88063
Mary,Schneider,Sprint,0.86218,28,9.92,213.25,WhatsApp,2023-09-09 18:12:50,Henrymouth,Utah,Heard Island and McDonald Islands,22315
Michael,Ward,AT&T,0.520676,97,4.88,299.09,YouTube,2023-10-23 04:42:46,East Albertland,New Jersey,Mongolia,68383
Rodney,Suarez,T-Mobile,5.986452,91,61.56,118.51,WhatsApp,2023-06-07 18:33:36,Lake Stephanie,South Carolina,Poland,52849
Andrew,Williams,Sprint,2.242473,62,80.55,311.35,WhatsApp,2023-06-26 06:25:17,West Beth,Idaho,Guinea,75991
Linda,Watts,AT&T,5.109996,64,62.05,462.3,Snapchat,2024-02-14 11:02:04,Westville,New Mexico,Marshall Islands,98857
Theresa,Montes,T-Mobile,8.140848,35,23.07,158.34,TikTok,2023-11-27 09:21:26,North Jasmineview,Tennessee,Spain,6715
Mary,Collins,T-Mobile,2.03751,48,48.69,186.23,Facebook,2023-09-20 06:55:29,Colemanborough,Alabama,El Salvador,78081
Keith,Tate,Sprint,5.794574,86,74.39,216.77,Snapchat,2023-07-05 01:03:37,West Dominicside,Minnesota,Belize,59847
Kathleen,Lozano,AT&T,2.299516,62,41.06,6.63,TikTok,2024-01-07 08:00:40,Rebeccashire,Louisiana,Christmas Island,77215
Corey,Calderon,T-Mobile,6.461856,84,9.85,11.72,Snapchat,2024-05-09 08:50:26,North Amanda,New York,Brunei Darussalam,21048
Terry,Brown,T-Mobile,5.315827,28,30.65,42.24,Twitter,2024-03-26 06:00:52,Andrewville,Tennessee,Armenia,89589
Erin,Cuevas,AT&T,9.505129,93,49.88,261.41,YouTube,2023-09-24 02:10:10,Stevestad,Arizona,Montserrat,53955
Michael,Underwood,Verizon,8.982562,43,25.09,310.75,WhatsApp,2024-03-23 06:55:16,South Jaclyn,South Carolina,Micronesia,84481
Mark,Hale,T-Mobile,4.074775,69,13.62,350.78,WhatsApp,2024-04-26 11:59:03,South Joan,Virginia,South Africa,6187
Andrea,Bowers,T-Mobile,3.05534,95,23.97,22.48,Snapchat,2023-06-29 01:41:29,New Allen,Oklahoma,Tunisia,17133
Kevin,Garcia,Sprint,2.295771,98,71.97,183.92,WhatsApp,2023-07-30 11:20:21,Tammyfort,Idaho,Mayotte,15851
Jessica,Lawson,Sprint,7.898554,42,33.72,469.23,Facebook,2023-06-11 23:34:35,North Kevinport,Texas,Guatemala,48624
Andrew,Stark,AT&T,5.259075,21,50.03,390.94,WhatsApp,2023-09-16 03:43:03,Heidibury,Iowa,Macao,23722
Rose,Johnson,Sprint,7.942072,50,28.07,358.3,Snapchat,2024-05-09 01:55:16,Tammychester,Washington,Belgium,32262
Amy,Morris,Sprint,3.297469,58,92.54,315.41,Facebook,2023-11-13 08:53:26,Gateschester,North Dakota,Faroe Islands,89357
Anne,Johnson,Verizon,7.269144,19,66.67,441.76,WhatsApp,2023-10-28 11:10:28,Johnsonview,New York,Namibia,91461
Mariah,Barnes,Sprint,4.042732,36,49.67,399.14,YouTube,2023-08-24 00:09:05,Lake Vincentburgh,Texas,Papua New Guinea,68904
Rebecca,Munoz,Verizon,7.568121,82,7.76,205.14,WhatsApp,2023-06-25 12:08:39,Smithside,Arkansas,Egypt,86139
Kevin,Wall,T-Mobile,0.959976,90,82.2,26.92,Facebook,2023-08-16 09:33:20,Lake Levitown,New Hampshire,Lithuania,66774
Michelle,Kirby,T-Mobile,8.32372,79,98.54,458.8,Snapchat,2023-10-01 19:57:26,South Alvinmouth,Indiana,Uganda,66745
Michelle,Fisher,Verizon,1.783854,58,26.44,484.23,YouTube,2023-08-13 15:56:04,West Melissa,Michigan,British Virgin Islands,24172
Lance,Knight,Sprint,2.979066,92,0.41,292.77,Facebook,2024-02-21 20:19:43,Andrewbury,Nevada,Pitcairn Islands,66189
Samantha,Daugherty,T-Mobile,5.574426,75,52.42,208.65,TikTok,2023-07-30 23:35:18,North Kristin,Massachusetts,United Arab Emirates,55922
Tara,Jones,Sprint,1.062706,65,29.01,409.96,Facebook,2024-01-12 00:48:08,South Jeremybury,Rhode Island,Burundi,81173
Diana,Martinez,Sprint,0.993728,51,23.43,245.92,YouTube,2024-04-30 18:53:44,New Andrewfurt,Virginia,Tokelau,37311
Daniel,Hale,AT&T,6.729639,31,16.34,235.25,YouTube,2023-11-08 06:24:48,Port Thomasburgh,Nevada,Kuwait,80688
Chad,Smith,Sprint,6.215175,83,46.94,106.53,Instagram,2023-07-25 16:15:47,Sherritown,Montana,Ecuador,31719
Edward,Harris,AT&T,9.835545,82,76.53,237.86,TikTok,2024-05-11 18:35:49,Arthurbury,Arizona,Kenya,31827
Patricia,Hernandez,AT&T,9.713787,79,62.64,34.34,Facebook,2024-02-08 16:06:54,Blaketown,Arizona,Romania,94946
Michael,Harper,T-Mobile,2.216487,96,95.99,45.76,YouTube,2024-02-22 20:07:05,Kevinmouth,Utah,Ecuador,39771
Michael,Stafford,AT&T,8.596128,76,11.47,356.22,Snapchat,2023-11-28 20:01:49,Rickyview,Kentucky,Vanuatu,69387
Jonathan,Lee,Sprint,8.868264,26,1.51,340.14,Snapchat,2023-12-31 23:19:15,Rayview,Pennsylvania,France,20136
James,Matthews,Sprint,2.092261,30,17.14,182.9,Facebook,2023-07-13 05:30:19,Khanport,West Virginia,Italy,68347
Mary,Williams,Sprint,7.472145,92,13.76,222.73,Instagram,2024-03-21 08:46:07,East Robin,Wisconsin,Ireland,26479
Daniel,Jefferson,AT&T,3.731441,64,31.64,423.45,WhatsApp,2023-10-28 04:41:30,Stevenfurt,New Mexico,Gibraltar,58464
Jason,Hughes,AT&T,3.055426,96,82.09,259.42,YouTube,2024-03-21 23:24:51,Washingtonstad,Washington,Maldives,27468
Amy,Turner,Sprint,9.639958,48,9.03,34.89,Instagram,2023-09-19 12:00:28,Thorntonfurt,Mississippi,Venezuela,76058
Sonia,Myers,T-Mobile,4.030743,95,71.23,337.06,YouTube,2023-09-17 12:30:26,Fletcherland,North Dakota,Bangladesh,5043
Matthew,Delgado,AT&T,4.135937,37,73.45,337.62,TikTok,2023-12-02 15:53:10,Tamarastad,Florida,Lesotho,59065
Lisa,Jones,AT&T,9.001475,80,20.34,203.76,YouTube,2023-10-30 17:25:26,Kyleton,Wisconsin,Turkey,91132
Carl,Kemp,Verizon,8.332762,79,48.35,34.31,Twitter,2024-01-02 07:15:00,Kimberlyborough,Alaska,Reunion,29448
Carl,Haley,T-Mobile,8.470687,95,15.3,234.02,TikTok,2023-09-12 19:17:45,Ortegamouth,Iowa,Isle of Man,99256
James,Yates,AT&T,5.348077,61,79.51,425.65,Twitter,2023-08-13 13:44:33,North Kelseyberg,Arizona,Chad,11092
Frederick,Barber,AT&T,0.877953,36,28.12,417.21,Facebook,2024-03-28 20:02:32,Port Janet,New York,Brazil,50764
Francisco,Morrison,AT&T,0.665981,69,20.75,489.44,TikTok,2023-09-29 19:29:58,Chavezstad,Tennessee,Brazil,84689
Heather,Jones,T-Mobile,1.194976,95,10.73,146.96,YouTube,2024-04-10 21:00:32,New Alexburgh,Arizona,United States Virgin Islands,52408
Jill,Mitchell,T-Mobile,1.969009,89,36.77,349.67,Twitter,2024-03-15 05:13:03,Chasehaven,New York,Botswana,36723
Curtis,Baker,Verizon,9.383555,44,93.4,225.51,Instagram,2024-04-24 20:53:59,Port Andrea,Indiana,Oman,22298
Jeanette,Barton,Sprint,6.091012,54,26.62,288.96,Snapchat,2024-03-25 09:04:23,Cummingsberg,Arkansas,Brazil,48745
Karen,Townsend,AT&T,3.075916,92,70.76,387.99,Instagram,2023-11-29 04:42:23,Lake Rickeybury,Idaho,Palestinian Territory,77491
Michael,Cook,AT&T,7.690411,75,59.48,171.63,Facebook,2024-01-27 09:40:02,New Dennis,Rhode Island,Greece,66420
Shelley,Mason,T-Mobile,8.21806,73,68.71,110.15,Snapchat,2024-01-19 15:30:53,South Amandaside,Alaska,Burundi,67731
Kathryn,Simmons,Verizon,1.042543,66,13.72,263.54,Snapchat,2023-07-18 13:22:39,East Danielton,Hawaii,Bermuda,54738
Eugene,Hernandez,T-Mobile,6.317556,82,55.24,277.75,Snapchat,2024-03-14 19:01:27,Roberttown,Arizona,Saint Barthelemy,96888
Carly,Knight,Verizon,9.355317,79,42.35,423.93,WhatsApp,2023-07-02 20:29:38,Lake Jenniferstad,Utah,Korea,11551
Crystal,Ward,Sprint,8.587798,72,44.72,325.7,Facebook,2023-08-11 19:02:05,Shelleymouth,West Virginia,Faroe Islands,17009
Theodore,Sims,AT&T,5.127934,83,66.77,128.12,Instagram,2024-04-15 02:28:23,Holtview,Alabama,Saint Martin,72489
Walter,Thomas,AT&T,1.269244,55,10.26,196.9,Instagram,2024-02-23 21:07:51,Port Wyattshire,Rhode Island,Singapore,42977
Andrea,Harrell,AT&T,7.747386,96,2.04,312.46,Instagram,2023-06-07 12:09:32,New Heatherbury,Wisconsin,New Zealand,4066
Alexandria,Jones,AT&T,0.51037,50,48.29,412.92,Facebook,2023-08-09 17:59:55,Gutierrezborough,Delaware,United States of America,66211
Cassandra,Holder,Verizon,9.742592,39,28.09,486.39,Instagram,2023-07-18 07:19:44,East Christinastad,New Hampshire,Belgium,98120
Rodney,Terry,Sprint,1.629837,21,97.06,18.28,YouTube,2023-09-17 02:49:25,Katherineborough,Mississippi,Bolivia,77816
Samantha,Porter,T-Mobile,9.060401,70,11.57,327.67,Twitter,2023-09-08 07:36:07,Port Matthewborough,Pennsylvania,Seychelles,15457
Jamie,Orozco,Sprint,9.378392,96,32.59,376.18,Snapchat,2023-10-22 00:43:49,Silvachester,Iowa,Lao People's Democratic Republic,36055
Amber,Miller,Verizon,2.8518,42,77.79,45.19,TikTok,2024-02-02 02:26:41,Morristown,Mississippi,Monaco,59533
Marilyn,Green,Sprint,3.031262,99,2.57,480.09,WhatsApp,2023-06-02 07:06:50,Barnesburgh,Ohio,Libyan Arab Jamahiriya,57530
Todd,Garcia,T-Mobile,2.832604,26,1.88,118.19,Twitter,2024-01-27 21:48:53,North Charlestown,Arizona,Italy,75862
Frank,Crawford,Sprint,5.785648,35,19.54,98.35,Instagram,2024-05-07 10:40:56,Michellestad,Washington,Belize,52772
Jaclyn,Rose,Sprint,0.632029,21,29.25,185.35,Instagram,2024-03-26 08:17:12,Lake Yesenia,Minnesota,Suriname,94811
Benjamin,Holland,Sprint,1.440263,42,65.34,157.39,TikTok,2024-04-06 22:27:26,Port Adrian,Rhode Island,Korea,84127
Matthew,Martinez,Sprint,1.037408,50,19.36,43.0,Instagram,2023-05-31 04:04:48,Ramirezbury,North Dakota,Liberia,89876
Meghan,Bean,T-Mobile,7.067896,32,59.81,135.69,Snapchat,2024-03-09 03:14:25,Bishopland,Montana,Zambia,98828
Kendra,Abbott,AT&T,4.717744,33,15.92,461.31,Twitter,2024-04-20 01:36:46,Lake Debrahaven,Wisconsin,Argentina,39181
Lance,Reed,Sprint,3.145688,76,10.57,39.38,Facebook,2024-05-13 13:33:11,Jonesmouth,West Virginia,Serbia,38840
Ruth,Nunez,T-Mobile,1.020856,47,62.63,192.9,WhatsApp,2024-02-18 04:24:01,Michaelfort,Connecticut,Suriname,63221
Christian,Galvan,AT&T,8.336125,58,73.43,327.86,Instagram,2023-09-03 10:07:41,Murrayville,North Carolina,Burundi,20695
Oscar,Mathews,AT&T,3.425279,70,43.4,54.29,Twitter,2023-10-14 07:26:00,New Tony,South Dakota,Ecuador,27948
Nicholas,Roberts,Sprint,1.053114,60,96.39,332.19,WhatsApp,2023-06-29 19:41:33,New Danielleside,Maryland,Madagascar,52746
Elizabeth,Rodriguez,Sprint,4.025946,70,51.3,326.77,Facebook,2024-04-08 18:14:19,New William,South Dakota,Christmas Island,6111
Wanda,Vang,AT&T,5.452546,100,49.9,251.79,Instagram,2023-06-17 07:42:13,Maryburgh,Illinois,Paraguay,80559
Barbara,Browning,Verizon,2.036004,26,4.54,168.05,TikTok,2024-01-23 16:54:35,East Nathanielborough,Mississippi,Macao,65013
Erin,Faulkner,Verizon,4.504958,38,96.13,23.3,WhatsApp,2023-12-18 07:42:14,Donaldchester,Illinois,Italy,22649
Megan,Thomas,Sprint,3.427078,93,37.79,253.87,Twitter,2023-09-08 16:25:02,North Johnport,Vermont,Cape Verde,88093
Charles,Myers,Verizon,7.407998,68,76.53,283.02,Snapchat,2024-02-22 01:50:48,Reginaldview,Indiana,Kuwait,60925
John,Walters,Verizon,2.075882,89,96.59,104.72,Instagram,2024-02-10 08:55:01,Leechester,Kansas,Guinea-Bissau,95854
Anthony,Shaw,AT&T,3.811409,96,36.19,216.62,WhatsApp,2023-07-29 16:58:23,Frederickmouth,Delaware,Netherlands Antilles,98206
Andrea,Davis,Verizon,6.916726,32,3.06,173.72,TikTok,2023-11-23 10:43:07,South Evanbury,New Jersey,Turkey,10528
Andrea,Williams,T-Mobile,4.077136,80,21.82,74.15,Twitter,2024-04-03 08:20:55,North Jon,Utah,North Macedonia,92145
Gary,Pearson,T-Mobile,8.308264,39,15.08,429.41,WhatsApp,2023-07-18 01:04:16,East Danaborough,Massachusetts,Botswana,46399
Jared,Smith,Verizon,0.796543,62,23.49,179.07,TikTok,2023-10-02 04:58:12,Lake Jeff,Illinois,Saint Pierre and Miquelon,73284
